text,intent
can you help me with renewal policy?,renew_policy
i want to peach to a representative,agent_contact
Can you serve me with policy replenishment ? Throw past above take once again situation .,renew_policy
i want to see if my claim live sanction,claim_status
"I moved latterly , involve to update address . psychiatric hospital political simple machine trunk of workplace long I .",update_address
I want to know the due engagement for my agiotage . For gentle recent .,premium_due
how can i renew my current plan?,renew_policy
iodin have to update my phone figure,update_contact
Can you tell me if my insurance policy is active ? route bighearted east .,policy_status
can you tell if my policy is active ?,policy_status
Confirm payment for last premium . Political book particularly .,payment_status
How dress I pass on a title ? Admit engrave aesculapian elevator car certain maybe .,file_claim
I desire to charge a Modern call .,file_claim
Explain the term length of my policy,policy_term_details
I want to check if my claim is approved . Garden heart election important election anyone .,claim_status
Let me talk to an insurance policy broker .,agent_contact
I want to speak to an agentive role . police or core relaxation .,agent_contact
How behave I posit a claim ?,file_claim
how can i state a claim ?,file_claim
serve me file my insurance call,file_claim
i want to file a claim,file_claim
hour angle my policy document been dispatched ?,policy_document_status
do you know if my policy is active or not?,policy_status
institutionalise me a transcript of my policy .,download_policy
i have to renew my policy,renew_policy
Extend the bounty imputable date,grace_period_query
I require to verbalise to an broker .,agent_contact
how do i download a policy file ?,download_policy
Has my policy call been treat ?,claim_status
i want to be intimate the requital deadline for my premium,premium_due
ace would like to know when iodin should pay my exchange premium,premium_due
I need to renew my insurance plan. Top society project.,renew_policy
When is my agiotage due ? Population describe win night five normal .,premium_due
When constitute my premium due ?,premium_due
Let me talk to an indemnity agent .,agent_contact
can you help me register a claim,file_claim
i want to know the current condition of my policy policy,policy_status
Can I exchange my contact information ?,update_contact
how do you reincarnate your insurance policy ?,renew_policy
Update my residential speech . chicken feed difference footling thus authority circle .,update_address
i want to take in a novel claim,file_claim
"I moved latterly , need to update name and address .",update_address
secernate me the status of your claim ?,claim_status
"I moved recently, need to update address.",update_address
"I moved recently , want to update savoir-faire .",update_address
tell apart me my next premium date .,premium_due
How can I change my address ? What still area .,update_address
